epoch, batch, loss, iou
485, 35, 0.14058946073055267, 0.8636015057563782 
490, 35, 0.1416519582271576, 0.8650709390640259 
495, 35, 0.1384245902299881, 0.8699194192886353 
500, 35, 0.09828349202871323, 0.9064735174179077 
505, 35, 0.13387931883335114, 0.8708972930908203 
510, 35, 0.10968782752752304, 0.8961176872253418 
515, 35, 0.13898521661758423, 0.8686453700065613 
520, 35, 0.12996751070022583, 0.8755785226821899 
525, 35, 0.12395160645246506, 0.8822007179260254 
530, 35, 0.18002691864967346, 0.8293054699897766 
535, 35, 0.11249452084302902, 0.8952648043632507 
540, 35, 0.1179564893245697, 0.8888004422187805 
545, 35, 0.08860921114683151, 0.9161397218704224 
550, 35, 0.10756935179233551, 0.8968388438224792 
555, 35, 0.13077987730503082, 0.8739134669303894 
560, 35, 0.08541450649499893, 0.9185779690742493 
565, 35, 0.1267426759004593, 0.8787314295768738 
570, 35, 0.1151098906993866, 0.8906303644180298 
575, 35, 0.10499720275402069, 0.9009171724319458 
580, 35, 0.1216837540268898, 0.8906453847885132 
585, 35, 0.10807257890701294, 0.8985929489135742 
590, 35, 0.1300620585680008, 0.876042366027832 
595, 35, 0.15986083447933197, 0.8455101847648621 
600, 35, 0.12311378121376038, 0.8817325830459595 
605, 35, 0.13260358572006226, 0.8751023411750793 
610, 35, 0.1555829495191574, 0.8510643839836121 
615, 35, 0.13393253087997437, 0.8721267580986023 
620, 35, 0.1437687873840332, 0.8615179061889648 
625, 35, 0.11784008890390396, 0.8874672651290894 
630, 35, 0.1291179656982422, 0.8790650367736816 
635, 35, 0.12175053358078003, 0.8828123807907104 
640, 35, 0.11241833865642548, 0.8970948457717896 
645, 35, 0.1588055044412613, 0.8465566635131836 
650, 35, 0.16300252079963684, 0.8423077464103699 
655, 35, 0.11825617402791977, 0.8880594968795776 
660, 35, 0.15134570002555847, 0.8554608225822449 
665, 35, 0.1587333232164383, 0.8474249839782715 
670, 35, 0.16969795525074005, 0.8371989130973816 
675, 35, 0.1767847090959549, 0.82904052734375 
680, 35, 0.08717144280672073, 0.9176486134529114 
685, 35, 0.12460234016180038, 0.8829931020736694 
690, 35, 0.11338984221220016, 0.8905855417251587 
695, 35, 0.0895707830786705, 0.9165303111076355 
700, 35, 0.0898669958114624, 0.9163061380386353 
705, 35, 0.11285562813282013, 0.8920469284057617 
710, 35, 0.08456116914749146, 0.9181033968925476 
715, 35, 0.13252250850200653, 0.876701831817627 
